scenario,payment_id,customer_id,merchant_id,amount,currency,payment_method,processor,timestamp,device_type,country,error_code,past_attempts,true_root_cause,recoverable,best_action,eventual_outcome,amount_recovered,bank
s3_hard_decline,aca0e259-bf29-484c-8f8b-00fb2b6bf559,b970ff69-9e09-447b-a5a9-4098a9376658,merch_30,14.65,USD,ach,braintree,2025-10-17 20:10:32.803801,mobile,ST,do_not_honor,1,do_not_honor,False,stop_and_notify,False,0.0,
s1_temporary_degradation,87f365b8-9b6e-4e02-8b51-925c41eadad7,232fa8fa-0b26-454d-bf16-30aa642c643c,merch_100,13.88,USD,card,stripe,2025-10-17 15:55:45.226062,unknown,UY,timeout_or_gateway_error,0,gateway_timeout,True,wait_and_retry,True,13.88,BankA
s5_method_specific_issue,d1a583c4-b6ee-4c61-b0dd-57bd5fd2a993,3de1dade-0e12-4b19-a843-ab0275692fd5,merch_20,61.66,USD,ach,stripe,2026-03-31 02:44:32.001883,mobile,GT,R03_no_account,0,R03_no_account,False,stop,False,0.0,
s6_repeated_recovery_failure,7db4990d-19c5-4f2d-a40b-7b85353daedc,12d5dfe5-69eb-437c-859e-f8d8cba20d38,merch_49,66.39,USD,ach,braintree,2026-08-03 06:26:13.605830,unknown,RU,generic_decline,5,chronic_failure,False,stop,False,0.0,
s4_high_value_uncertain,1a655ef6-0313-43ef-a3a0-1a1b9fdcf6ea,ee7006f2-842d-45cc-a73f-b5b0ec139f07,merch_31,14864.37,USD,ach,adyen,2025-11-14 21:21:36.107466,unknown,LB,generic_decline,0,risk_block_or_limit,False,manual_review,False,0.0,
s1_temporary_degradation,596a2b36-32d7-4c22-aa1e-da7b4c01f701,79ba547e-7b4b-4af8-ab4a-3541f123167e,merch_12,13.43,USD,card,stripe,2026-08-21 18:23:36.244951,unknown,SO,timeout_or_gateway_error,0,gateway_timeout,True,wait_and_retry,True,13.43,BankB
s7_unknown_failure,883d9b03-de04-4086-83a2-9acd4cb50736,ad8716e1-4679-4c1e-9755-19cd3fbfe7eb,merch_3,18.36,USD,ach,stripe,2026-08-17 09:49:02.124335,desktop,TJ,system_error,0,unclassified,False,manual_review,False,0.0,
s1_temporary_degradation,7cc1227a-0fbe-4fa3-b73f-acf519af41bf,92e94874-eb05-41d6-b8ba-a39d7fdd30c9,merch_53,155.42,USD,card,stripe,2026-03-29 09:21:27.654285,unknown,UY,timeout_or_gateway_error,0,gateway_timeout,True,wait_and_retry,True,155.42,BankA
s2_insufficient_funds,e26a971b-d1f7-4e4e-84c4-a450710ea061,449d9f4f-b1cb-4501-b360-af761003a4ad,merch_53,25.38,USD,ach,adyen,2026-03-30 06:45:01.317642,unknown,SK,insufficient_funds,0,insufficient_funds,True,wait_for_paycheck,True,25.38,
s2_insufficient_funds,582f5c69-4be9-45d7-b3d9-16f2d7aaabb2,eacb11a2-3482-4796-a7cc-3176c02ac52a,merch_55,3.09,USD,ach,stripe,2025-11-02 23:16:12.175098,mobile,ET,insufficient_funds,1,insufficient_funds,True,wait_for_paycheck,True,3.09,
s2_insufficient_funds,f04b2ab6-6f96-4406-9427-5d70d4370c76,e78dba98-4f8a-4217-9d94-d1c4d7681471,merch_36,57.81,USD,card,adyen,2025-11-25 12:34:36.599994,unknown,DE,insufficient_funds,0,insufficient_funds,True,wait_for_paycheck,True,57.81,
s6_repeated_recovery_failure,d303e1df-db60-4a2f-ade4-7935d7d35684,952b4799-b849-4cf1-b41d-12c5ac2f746a,merch_55,45.11,USD,ach,stripe,2025-09-05 02:44:19.778667,desktop,LS,insufficient_funds,6,chronic_failure,False,stop,False,0.0,
s3_hard_decline,fd4bdfec-72ff-4ea2-8906-705d3038d052,39374669-8c5a-4de8-8c27-b69f97a8754d,merch_22,45.67,USD,wallet,stripe,2025-10-12 23:28:31.363452,mobile,AM,lost_card,3,lost_card,False,stop_and_notify,False,0.0,
s2_insufficient_funds,457c083f-cf05-43c5-8c23-abb7890bbcd2,9f1a47c7-24e0-48d4-8cf4-c23d58195e87,merch_20,9.6,USD,card,adyen,2026-03-05 04:11:39.877228,mobile,EG,insufficient_funds,1,insufficient_funds,True,wait_for_paycheck,True,9.6,
s5_method_specific_issue,cdfa0da7-87fe-47c4-86d9-1a168c4d9c5c,86fd457a-56a1-4c48-bdaf-a58683006ddb,merch_68,17.77,USD,ach,braintree,2026-02-02 19:22:29.271029,mobile,VC,R03_no_account,0,R03_no_account,False,stop,False,0.0,
s2_insufficient_funds,7f057f98-5ba2-4b8c-9066-2b04c1a6bcf9,ee8bc68b-e4e6-40b9-9f0b-f9a4f30b79dc,merch_76,31.19,USD,card,braintree,2026-03-04 12:12:17.018787,desktop,MX,insufficient_funds,0,insufficient_funds,True,wait_for_paycheck,True,31.19,
s2_insufficient_funds,c533c8c6-a0a7-4dfe-8eb1-689275cfe82c,03ad07f4-8140-48d0-949b-c313acc2ac76,merch_94,80.47,USD,wallet,stripe,2025-12-10 10:31:18.863716,mobile,IN,insufficient_funds,1,insufficient_funds,True,wait_for_paycheck,True,80.47,
s2_insufficient_funds,c6815466-c415-4426-af37-a2361c22abff,0333a211-8fa2-47dc-b966-0769d03ed6d2,merch_8,5.28,USD,wallet,stripe,2026-01-04 03:02:43.536414,desktop,EC,insufficient_funds,0,insufficient_funds,True,wait_for_paycheck,True,5.28,
s3_hard_decline,bdb4f711-0e9b-45bb-a4d4-7431fa38f5a0,d23c7585-b322-41f3-beac-5015ca6425fc,merch_98,38.37,USD,ach,adyen,2025-09-19 11:50:38.831122,desktop,TJ,do_not_honor,3,do_not_honor,False,stop_and_notify,False,0.0,
s3_hard_decline,1a223635-f415-4ddf-b9c0-84d4d916fabe,a8c7916a-142d-4e7c-9c03-53172f384264,merch_67,33.89,USD,ach,braintree,2026-02-15 20:26:48.644538,desktop,MN,do_not_honor,3,do_not_honor,False,stop_and_notify,False,0.0,
s7_unknown_failure,9d871f74-5405-41d0-b4cd-ae7e73ba7afd,582a5740-224a-47de-8dfd-a1039cbf677c,merch_49,54.47,USD,wallet,braintree,2026-05-25 19:40:30.900887,desktop,ID,unknown,0,unclassified,True,immediate_retry,True,54.47,
s1_temporary_degradation,530b9b65-252a-4ca1-84bd-7bba010a8e80,b6b581af-b9ed-4241-9c4f-1fb006efad71,merch_25,135.02,USD,card,stripe,2026-03-31 02:13:12.448767,desktop,KM,timeout_or_gateway_error,0,gateway_timeout,True,wait_and_retry,True,135.02,BankA
s6_repeated_recovery_failure,0ffc1ee5-93da-4480-9ed7-24d7856e62af,ff2dea4b-198c-43e5-9fd1-ee4fe9f64460,merch_87,25.61,USD,wallet,braintree,2026-08-28 19:32:56.079935,desktop,GB,generic_decline,6,chronic_failure,False,stop,False,0.0,
s6_repeated_recovery_failure,76cb34a0-93a9-4b96-864b-603d9d510ba2,852f74e1-b44c-4c38-bd33-655558f583f1,merch_56,51.79,USD,wallet,braintree,2026-04-10 01:22:01.731753,mobile,SN,generic_decline,7,chronic_failure,False,stop,False,0.0,
s2_insufficient_funds,a7ff3051-ae8b-4239-b11d-3751507409da,734264e1-6957-49dd-9258-e6d8bce4d414,merch_63,188.9,USD,ach,stripe,2026-06-14 12:28:30.511529,mobile,BG,insufficient_funds,0,insufficient_funds,False,manual_review,False,0.0,
s4_high_value_uncertain,a255e1bb-0795-4c1f-938d-6b8cc607b1e9,735741e5-fe1a-4ba9-8896-9c5b45f8c28d,merch_40,5307.94,USD,wallet,stripe,2026-01-26 19:09:50.397438,unknown,RW,generic_decline,0,risk_block_or_limit,True,manual_review,False,0.0,
s1_temporary_degradation,bc441fbc-edb6-4854-baae-905cc8594dfb,1bf53332-ceb1-4cd3-8e9f-52f7c09d557f,merch_10,42.77,USD,card,stripe,2026-07-17 02:38:57.943697,desktop,TG,timeout_or_gateway_error,0,gateway_timeout,True,wait_and_retry,True,42.77,BankA
s2_insufficient_funds,a01550f3-8735-4729-9f8e-75ef3bfec28e,a3704a5e-5cd5-4bc2-b5aa-7cb3d0afb449,merch_12,28.31,USD,wallet,stripe,2025-10-24 15:58:24.562346,unknown,TO,insufficient_funds,0,insufficient_funds,True,wait_for_paycheck,True,28.31,
s1_temporary_degradation,361410a8-3867-44a2-9955-dc9adb3686fe,bf87f4cc-7c5a-4cac-ad40-134e8557c6aa,merch_77,156.22,USD,card,stripe,2026-08-03 03:20:09.109364,mobile,SR,timeout_or_gateway_error,0,gateway_timeout,True,wait_and_retry,True,156.22,BankB
s2_insufficient_funds,fae89e86-e750-484f-9108-1c61372f8424,0b748dca-3198-4b72-9256-69ed80f90ca0,merch_19,21.66,USD,wallet,adyen,2026-06-23 17:54:41.972602,unknown,KR,insufficient_funds,0,insufficient_funds,True,wait_for_paycheck,True,21.66,
s2_insufficient_funds,c76892ba-4b7e-428d-a64a-f6f3802ac717,d2c5ab6b-61a8-4cee-a2e8-1848258ce9b4,merch_35,8.87,USD,wallet,adyen,2026-02-22 02:36:51.036411,desktop,ML,insufficient_funds,1,insufficient_funds,True,wait_for_paycheck,True,8.87,
s5_method_specific_issue,68ec8182-d68e-42d7-afcb-9bf540e30fab,c9e6cbd2-c888-49df-8d95-b5bececa16ea,merch_100,34.93,USD,ach,adyen,2026-08-06 04:37:22.384377,unknown,CA,R02_account_closed,0,R02_account_closed,False,stop,False,0.0,
s2_insufficient_funds,2fa1f2bc-b4ce-4f31-9aff-48af7ecc0177,ad18c723-bb47-43a4-89be-8766781e2d35,merch_21,7.37,USD,wallet,adyen,2026-05-20 14:00:04.775335,unknown,UA,insufficient_funds,1,insufficient_funds,True,wait_for_paycheck,True,7.37,
s7_unknown_failure,cc3effe9-7232-445c-92c3-51c2bdedabba,2e27c83f-e220-434e-b976-3bb0d7b2abd8,merch_99,361.36,USD,wallet,stripe,2025-12-12 02:30:57.478047,mobile,MT,,0,unclassified,True,immediate_retry,True,361.36,
s4_high_value_uncertain,f0f0a856-8682-4c28-8fb4-89f5963fea97,d4be3b3f-4559-4414-a67e-0ddabf9bacae,merch_50,3202.35,USD,wallet,adyen,2026-07-24 03:15:02.554298,unknown,VC,generic_decline,0,risk_block_or_limit,False,manual_review,False,0.0,
s4_high_value_uncertain,37652bf7-cb28-4bab-ac45-449d4fc5e5fd,7cf7f6bf-230b-4715-a56b-22a23b6a0a85,merch_69,5345.61,USD,wallet,stripe,2026-06-23 19:59:17.105616,unknown,NE,generic_decline,0,risk_block_or_limit,True,manual_review,False,0.0,
s7_unknown_failure,60eaec0a-45da-49c2-88ff-41b550cac494,c389dfbd-f746-4168-ba57-ad454f3340b3,merch_85,175.28,USD,card,adyen,2025-11-27 15:43:14.974743,unknown,UG,unknown,0,unclassified,False,manual_review,False,0.0,
s4_high_value_uncertain,99d05cf0-6836-4237-bf67-9b261ef10ccd,bd86754b-f9dc-4eae-8d8d-ba8d6138ecfd,merch_49,9633.09,USD,wallet,adyen,2026-05-25 11:16:09.109415,unknown,SL,generic_decline,0,risk_block_or_limit,True,manual_review,False,0.0,
s4_high_value_uncertain,ecc41662-ef20-446d-9adc-149d93329bc8,8f69536e-78e0-4b64-b4b1-c7240c3eaa28,merch_19,7832.31,USD,ach,adyen,2025-11-19 20:44:39.010356,unknown,SB,generic_decline,0,risk_block_or_limit,True,manual_review,False,0.0,
s2_insufficient_funds,d291a868-73b6-411f-8539-65995b4f71d7,946b851f-cb6f-40ec-8daf-3372540580ca,merch_28,516.23,USD,card,adyen,2026-03-08 07:02:08.502986,unknown,TG,insufficient_funds,1,insufficient_funds,False,manual_review,False,0.0,
s5_method_specific_issue,52f32419-e5b9-4862-8243-bb5d984cb8e6,c9a2c088-14eb-4d87-bc22-9b71cd9e63d2,merch_54,21.99,USD,ach,braintree,2026-08-07 01:37:40.452324,desktop,TT,R02_account_closed,0,R02_account_closed,False,stop,False,0.0,
s3_hard_decline,e2b0dc75-2630-4c95-889d-f69ce652b0c1,66fe5c34-ce17-4f75-a293-97c0e309fc24,merch_72,705.43,USD,wallet,stripe,2025-10-25 00:11:42.818807,mobile,PH,do_not_honor,3,do_not_honor,False,stop_and_notify,False,0.0,
s4_high_value_uncertain,8ad8af05-1991-47b9-b288-8f7879dd7b95,7cbb2627-9929-47c7-b709-d7d396e15645,merch_65,13705.53,USD,card,stripe,2026-02-12 07:19:57.762208,unknown,KG,generic_decline,0,risk_block_or_limit,False,manual_review,False,0.0,
s1_temporary_degradation,34634757-3d23-4e3b-8a97-a245da5bf081,f840596b-357c-481a-b754-85e6ea9ed202,merch_26,73.85,USD,card,stripe,2025-09-24 21:59:48.673578,mobile,MH,timeout_or_gateway_error,0,gateway_timeout,True,wait_and_retry,True,73.85,BankA
s7_unknown_failure,a5824c20-bf79-447d-8e5c-ce936c3eff5d,fd5fa78a-b18d-457a-bf1b-07060098e4bd,merch_75,56.09,USD,wallet,braintree,2026-05-06 00:22:03.204528,mobile,SE,,0,unclassified,False,manual_review,False,0.0,
s3_hard_decline,495efe40-8151-4f6c-b963-3f3470c7556a,d7b205e5-1124-48e5-a7ae-468b83a1dcf0,merch_51,28.8,USD,wallet,braintree,2026-07-19 14:38:53.367316,unknown,NO,lost_card,1,lost_card,False,stop_and_notify,False,0.0,
s3_hard_decline,d2deb47d-4455-460e-a995-8fd1d8914adf,41a67c90-291c-4da1-a563-0d3a497bc13b,merch_57,137.61,USD,card,braintree,2026-04-23 10:36:59.393116,mobile,LA,lost_card,1,lost_card,False,stop_and_notify,False,0.0,
s3_hard_decline,e26e750f-c27d-4696-bc44-35083a9321f7,6e19f773-3a5c-41bc-9797-29e87a8d8320,merch_74,17.42,USD,ach,stripe,2026-03-16 00:45:36.304333,desktop,LY,do_not_honor,2,do_not_honor,False,stop_and_notify,False,0.0,
s1_temporary_degradation,0dc5bfb6-ded0-4bb9-ade7-de2f18a7099a,4826449f-00bf-44e3-ab61-213d5083a6a4,merch_22,70.33,USD,card,stripe,2026-04-14 18:16:39.458296,desktop,GQ,timeout_or_gateway_error,0,gateway_timeout,True,wait_and_retry,True,70.33,BankB
s2_insufficient_funds,8aa91ea1-c262-4a4a-82c6-a6fa386aec14,694ee99f-fa94-4cbb-bcc8-0a5c47cb5859,merch_42,12.74,USD,wallet,braintree,2026-06-23 04:11:46.147172,mobile,PH,insufficient_funds,0,insufficient_funds,True,wait_for_paycheck,True,12.74,
s1_temporary_degradation,1752db08-2e86-447e-8b32-b3a6fe32d7e1,5efe70f7-e0cf-449e-90af-7986293727e9,merch_77,21.47,USD,card,stripe,2026-06-29 03:31:03.526919,desktop,KR,timeout_or_gateway_error,0,gateway_timeout,True,wait_and_retry,True,21.47,BankB
s2_insufficient_funds,467ba9e5-77e8-4762-bb7e-b97952dcbffd,ea1af7d2-9943-46bb-94d3-53a5de1f1619,merch_78,117.19,USD,ach,adyen,2026-03-21 11:00:27.000086,mobile,TG,insufficient_funds,0,insufficient_funds,False,manual_review,False,0.0,
s2_insufficient_funds,2346f26d-bf3b-4681-8e4d-364e397e8bfb,b436e8fb-b21e-4fab-b649-09e81e032a65,merch_23,31.73,USD,wallet,stripe,2025-11-19 21:02:00.508509,desktop,CV,insufficient_funds,1,insufficient_funds,True,wait_for_paycheck,True,31.73,
s7_unknown_failure,6a41ebc8-07db-4cc9-b5ad-3c06a31a25c4,c6667ac0-8fda-499a-9b27-c7e1620337cb,merch_17,27.43,USD,wallet,adyen,2025-10-05 16:02:00.996538,mobile,LR,system_error,0,unclassified,True,immediate_retry,True,27.43,
s2_insufficient_funds,43086251-7133-4bef-9a99-71a4a31bc1cd,3302278c-55e3-4bb6-a8fd-c8ef9ccbb26b,merch_53,36.16,USD,ach,adyen,2026-04-07 19:31:56.862570,unknown,SE,insufficient_funds,0,insufficient_funds,True,wait_for_paycheck,True,36.16,
s7_unknown_failure,d0a7d3b9-67ea-4e63-af85-04400e913294,7921f0b3-6a0a-4302-a76f-8e0d6ea28b15,merch_2,60.32,USD,card,adyen,2026-08-08 03:56:43.503438,desktop,AT,system_error,0,unclassified,True,immediate_retry,True,60.32,
s6_repeated_recovery_failure,523c0ed4-acd3-4c0b-b65d-95c2522c12e1,2e52635d-2bc4-4319-9321-1cf18ddc5f0e,merch_2,404.74,USD,card,braintree,2026-01-08 11:08:25.386495,unknown,TV,insufficient_funds,7,chronic_failure,False,stop,False,0.0,
s3_hard_decline,ba554e35-ddc8-427b-a623-b91a72f68fe1,9ff0f466-ccc0-4446-96dd-58af53415fe2,merch_42,51.88,USD,wallet,stripe,2026-02-15 05:44:00.021426,desktop,TL,stolen_card,3,stolen_card,False,stop_and_notify,False,0.0,
s1_temporary_degradation,8d5d0674-1900-46f2-880a-44379f9edcb0,611c156e-b25b-40a8-971d-0b4200f7c7e2,merch_82,52.62,USD,card,stripe,2026-06-15 19:23:30.729865,unknown,GQ,timeout_or_gateway_error,0,gateway_timeout,True,wait_and_retry,True,52.62,BankB
s5_method_specific_issue,19d07f54-473c-4f80-b165-468ae826e352,65216f62-50c6-45eb-adaa-c7cfae3b19cb,merch_20,8.25,USD,ach,adyen,2026-01-22 04:40:34.045325,desktop,MW,R02_account_closed,0,R02_account_closed,False,stop,False,0.0,
s2_insufficient_funds,27776076-71dc-45e1-ab17-97eddbab2279,1e8c6c82-cdd1-4547-a51c-d985338a673a,merch_89,52.23,USD,wallet,braintree,2026-07-13 16:01:16.273181,mobile,BE,insufficient_funds,0,insufficient_funds,True,wait_for_paycheck,True,52.23,
s2_insufficient_funds,f9f5abe4-e208-445f-84c6-050953e1eeef,52ff1b8c-473a-492a-ad25-625cfe0060ae,merch_59,121.03,USD,wallet,braintree,2026-04-02 02:18:43.441323,desktop,PS,insufficient_funds,0,insufficient_funds,False,manual_review,False,0.0,
s3_hard_decline,ed7bd78d-bc67-4747-ae2a-485c97382a4d,c58b8f79-4d71-4e47-81e6-8457f818b7eb,merch_81,131.07,USD,wallet,adyen,2026-06-19 21:22:40.639958,mobile,SR,fraud_suspected,1,fraud_suspected,False,stop_and_notify,False,0.0,
s2_insufficient_funds,02e69e89-d15b-4370-8a61-8af547906de7,229aa147-6c62-487f-bfe1-40e4285331c8,merch_52,41.73,USD,ach,braintree,2026-01-27 06:38:51.651951,desktop,SO,insufficient_funds,1,insufficient_funds,True,wait_for_paycheck,True,41.73,
s6_repeated_recovery_failure,c8561c78-4ad0-4817-a54e-aaa676d62f91,c3680e42-aceb-44d2-909b-957c5640bf44,merch_66,37.01,USD,card,braintree,2025-09-14 17:42:33.012408,desktop,PG,insufficient_funds,3,chronic_failure,False,stop,False,0.0,
s2_insufficient_funds,ded21b15-84db-41dd-9b4b-f6366035e48d,0ac7256b-61f1-4c8c-aae5-0490ecdcbb27,merch_26,34.02,USD,card,adyen,2026-07-06 18:18:47.236177,unknown,UY,insufficient_funds,1,insufficient_funds,True,wait_for_paycheck,True,34.02,
s5_method_specific_issue,f3234331-1828-4e61-a6de-fcafd9ba9cdb,138664e3-c838-4cbc-ac42-e58bd42e937c,merch_75,41.33,USD,ach,adyen,2025-10-04 11:31:26.987780,unknown,MR,R03_no_account,0,R03_no_account,False,stop,False,0.0,
s6_repeated_recovery_failure,46183169-6925-4436-9afb-16a7fe2c0822,0d124a8a-7f05-4def-a23a-b1454583c517,merch_14,36.94,USD,card,adyen,2026-08-04 09:29:36.372534,mobile,DO,generic_decline,7,chronic_failure,False,stop,False,0.0,
s3_hard_decline,66b6fe31-0a9c-43f4-8d87-80d02dc3e172,aca601d1-10ee-43d2-9070-750e50969bc4,merch_46,58.06,USD,card,adyen,2026-01-14 19:24:59.153624,mobile,PW,do_not_honor,3,do_not_honor,False,stop_and_notify,False,0.0,
s4_high_value_uncertain,64e53fa3-9159-49a8-8e3c-963def6ef404,42a30365-8e97-45d1-a211-f6b8e5d43fe5,merch_66,10191.31,USD,ach,braintree,2026-05-05 12:56:33.675407,unknown,AR,generic_decline,0,risk_block_or_limit,True,manual_review,False,0.0,
s7_unknown_failure,960b9746-9b51-4232-bca7-644d47b76d17,0e5d8626-19f7-4775-8f2f-633b60013e38,merch_57,127.13,USD,card,adyen,2026-02-28 19:02:52.258548,desktop,DZ,system_error,0,unclassified,False,manual_review,False,0.0,
s6_repeated_recovery_failure,d4c0df28-91b5-4cb4-8331-bd0d13ba8d24,c3f26a39-2653-4e2b-aa9f-687ad04f6197,merch_62,13.71,USD,card,adyen,2025-10-02 18:11:47.476830,desktop,EG,insufficient_funds,5,chronic_failure,False,stop,False,0.0,
s6_repeated_recovery_failure,434308bc-89fa-4a68-8fb5-d27bbeb79919,e5d7b875-6dad-46c7-95a7-6d79bf3c4c06,merch_100,4.18,USD,card,stripe,2025-10-24 21:43:34.130862,mobile,TV,generic_decline,6,chronic_failure,False,stop,False,0.0,
s1_temporary_degradation,951c4200-df30-42f5-b226-786f859530c1,6940240c-a45e-4904-b17d-0042f30d6ea3,merch_67,17.35,USD,card,stripe,2026-07-16 01:43:17.033492,desktop,YE,timeout_or_gateway_error,0,gateway_timeout,True,wait_and_retry,True,17.35,BankB
s2_insufficient_funds,bcdd8708-8787-47ab-b6e4-c520ca13beec,2a291267-eabb-4b14-972c-ad7ac8d7fee6,merch_2,31.75,USD,ach,adyen,2025-11-02 16:16:59.834882,mobile,GT,insufficient_funds,1,insufficient_funds,True,wait_for_paycheck,True,31.75,
s4_high_value_uncertain,91117298-9a5f-4bb9-9ee1-54b67be4297b,db526436-4bee-47e6-920d-03036282bd35,merch_80,4346.88,USD,card,braintree,2026-05-05 06:17:12.043310,unknown,UY,generic_decline,0,risk_block_or_limit,False,manual_review,False,0.0,
s1_temporary_degradation,1de3c9e1-46fc-498f-afad-394ad4ac8753,815ea35a-4b25-4c58-832c-7d66f7b54652,merch_21,73.91,USD,card,stripe,2025-12-31 16:15:58.709457,unknown,JM,timeout_or_gateway_error,0,gateway_timeout,True,wait_and_retry,True,73.91,BankB
s2_insufficient_funds,472d1ac2-0958-45b5-be21-9e910d548373,ec02884b-2b93-4dd7-860c-5b629db7e77f,merch_59,73.06,USD,ach,stripe,2026-02-05 10:45:53.099228,unknown,BW,insufficient_funds,1,insufficient_funds,True,wait_for_paycheck,True,73.06,
s6_repeated_recovery_failure,b4693ec4-5c7a-48ef-8324-5e357eedcc65,0a6552a5-b8dd-415d-8ea0-35f049cc253f,merch_33,52.37,USD,wallet,braintree,2026-03-12 17:34:03.073802,desktop,BS,generic_decline,4,chronic_failure,False,stop,False,0.0,
s5_method_specific_issue,8af194e6-65d7-4681-b79c-bc23ba87e001,33861699-cb7e-4784-82b5-021683eb6cce,merch_32,27.75,USD,ach,braintree,2026-01-04 03:33:45.234883,desktop,BO,R03_no_account,0,R03_no_account,False,stop,False,0.0,
s3_hard_decline,ad82c395-8f1a-4ecb-933e-750a7293d172,0b5b7b3a-6046-4b10-b151-827de1e41ca4,merch_24,2.76,USD,card,adyen,2026-03-12 00:43:48.973565,mobile,ZA,do_not_honor,1,do_not_honor,False,stop_and_notify,False,0.0,
s7_unknown_failure,4fc60d43-70ba-4e9c-8caf-728a9e58f8b6,91356bfe-6193-4c3d-81b8-9c44ee28c856,merch_56,1.23,USD,card,adyen,2026-01-26 11:29:23.027222,mobile,KR,,0,unclassified,False,manual_review,False,0.0,
s7_unknown_failure,74797b61-2737-4b52-ba6a-210722319050,5fa5e0aa-9b11-4530-bd24-7c11bf6b8cdf,merch_21,14.69,USD,ach,braintree,2025-11-22 22:35:20.409766,unknown,NI,system_error,0,unclassified,True,immediate_retry,True,14.69,
s2_insufficient_funds,1aebce34-591a-4561-ba3f-ea1e6013cf28,ee6add3b-8c2c-4f08-85b5-922c999cac54,merch_43,4.09,USD,ach,stripe,2025-09-04 16:57:46.065207,desktop,UY,insufficient_funds,0,insufficient_funds,True,wait_for_paycheck,True,4.09,
s7_unknown_failure,7eb7d909-4f15-4dac-9a61-7eb448f63a9e,8a05d899-9ef9-4b9a-b141-7cc059ff60d6,merch_88,34.43,USD,wallet,braintree,2026-06-24 02:05:37.372951,mobile,VN,unknown,0,unclassified,True,immediate_retry,True,34.43,
s2_insufficient_funds,e32a2082-3d4a-4183-8e14-586856bdebf5,f66037cf-f737-44aa-b85c-c2c8224c6031,merch_96,24.58,USD,card,braintree,2025-11-16 07:47:37.380923,unknown,JM,insufficient_funds,1,insufficient_funds,True,wait_for_paycheck,True,24.58,
s2_insufficient_funds,ea341769-a546-4c97-8345-5b101b056160,36af127a-23f4-4dd3-8571-11979909c8a2,merch_100,12.03,USD,ach,braintree,2025-10-09 14:00:15.390857,unknown,DO,insufficient_funds,1,insufficient_funds,True,wait_for_paycheck,True,12.03,
s2_insufficient_funds,163370a0-cd9c-4446-a248-fb6ef75ac51e,50e0dd89-11a6-45cf-87f2-607fbd892a44,merch_22,180.7,USD,ach,stripe,2026-05-17 02:15:38.845729,unknown,GY,insufficient_funds,0,insufficient_funds,False,manual_review,False,0.0,
s1_temporary_degradation,8801646e-17b7-4a09-9498-fbc0682ed3be,5167d5c6-db88-46ff-a799-e6f8b8a28fa0,merch_75,58.3,USD,card,stripe,2025-12-08 13:13:13.263889,unknown,CI,timeout_or_gateway_error,0,gateway_timeout,True,wait_and_retry,True,58.3,BankB
s2_insufficient_funds,0eaf04b5-f2a9-4c8a-8a9e-4a62fae3114b,67fd64c4-a334-458a-abd2-b5121335e5db,merch_47,9.69,USD,ach,stripe,2025-12-13 04:26:48.015267,mobile,MM,insufficient_funds,1,insufficient_funds,True,wait_for_paycheck,True,9.69,
s6_repeated_recovery_failure,a49bc679-3509-4895-837b-eeab1d23dfce,13ad147a-7fe5-439c-8351-dfd7d2c3ab9b,merch_57,60.58,USD,card,stripe,2026-05-16 17:37:32.479827,desktop,NP,insufficient_funds,3,chronic_failure,False,stop,False,0.0,
s2_insufficient_funds,0dcf4a5a-9d4f-47ee-93ca-6d3b5f2d90fe,2d082293-34a4-450a-8bd6-7298c03b3081,merch_88,385.59,USD,card,braintree,2026-03-04 20:30:01.834102,unknown,DJ,insufficient_funds,1,insufficient_funds,True,wait_for_paycheck,True,385.59,
s2_insufficient_funds,71b86fab-8af1-4497-ac95-acf9f4f839d9,b1db6409-24ba-417e-91e2-552d65ff91ec,merch_83,469.43,USD,card,adyen,2025-11-18 03:34:33.028640,unknown,GB,insufficient_funds,0,insufficient_funds,False,manual_review,False,0.0,
s2_insufficient_funds,238ac003-d50f-40f3-8d0e-9e36b5328fd7,0f120c0c-5882-4b5d-91a8-49e8f63340a4,merch_99,118.18,USD,card,stripe,2025-11-08 08:51:56.878095,desktop,BA,insufficient_funds,1,insufficient_funds,False,manual_review,False,0.0,
s5_method_specific_issue,f6f32192-72da-4c21-9b7c-d5390ad7d77c,e1c63384-ee20-40b5-acad-7c072b24ef63,merch_68,113.17,USD,ach,adyen,2026-05-11 18:13:29.064481,unknown,SL,R02_account_closed,0,R02_account_closed,False,stop,False,0.0,
s6_repeated_recovery_failure,0e8eaab3-0ee7-4218-a836-08fe16e384c4,0d6b15ec-96de-4576-89a7-c5f9b8ee0531,merch_38,53.25,USD,ach,stripe,2026-06-27 10:00:37.645355,unknown,SL,generic_decline,6,chronic_failure,False,stop,False,0.0,
s2_insufficient_funds,9f74d69d-1ab2-4a43-8c26-56cd41901f36,be0669d1-ddfc-4f0c-b987-e24e713c2470,merch_57,15.6,USD,wallet,braintree,2025-12-10 01:02:11.406576,mobile,ID,insufficient_funds,0,insufficient_funds,True,wait_for_paycheck,True,15.6,
s2_insufficient_funds,b8ef5a58-0c06-41fe-9038-9b794f002ae9,f2a97aa4-ba3b-4112-86f0-820407706e2a,merch_4,35.75,USD,ach,braintree,2026-08-22 16:38:21.725991,desktop,CZ,insufficient_funds,0,insufficient_funds,True,wait_for_paycheck,True,35.75,
